,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),paymentcount,price(usd),txcount,txvolume(usd)
2017-01-03,339.0,111416.0,111.3,16028311.7961,0.1,0.745684619372,653.0,0.158092,695.0,29900.265364
2017-01-04,337.0,204520.0,133.4,16141251.9237,0.1,0.95388334103,454.0,0.15914,498.0,70352.4235487
2017-01-05,282.0,161476.0,151.7,17643506.1871,0.1,1.72542497854,397.0,0.173878,457.0,114699.74502
2017-01-06,363.0,188513.0,168.8,16064295.3826,0.1,0.637168536603,508.0,0.158248,594.0,32319.2395722
2017-01-07,332.0,98729.0,131.1,14355884.8999,0.1,0.428165373689,591.0,0.141359,659.0,114252.568449
2017-01-08,252.0,141961.0,122.1,14786585.0429,0.1,0.729451170302,321.0,0.145559,363.0,14107.2564433
2017-01-09,286.0,92910.0,71.8,16126084.7846,0.1,0.871438631285,438.0,0.158679,466.0,16069.0974839
2017-01-10,374.0,93383.0,302.1,15168691.7211,0.1,0.606616192451,501.0,0.149196,653.0,70519.308133
2017-01-11,368.0,139328.0,140.4,15162444.1972,0.1,0.728697616582,644.0,0.149072,692.0,21723.0031513
2017-01-12,252.0,102894.0,105.7,14286537.0409,0.1,0.73200619035,397.0,0.140401,435.0,95890.0989873
2017-01-13,349.0,55126.0,154.5,14083051.2894,0.1,0.691715,665.0,0.138343,721.0,22232.2924242
2017-01-14,293.0,73772.0,190.0,14303239.3019,0.1,0.4072963,550.0,0.140447,653.0,61631.4484073
2017-01-15,411.0,270640.0,244.6,15083955.6589,0.1,0.853103744952,686.0,0.148051,762.0,185355.944439
2017-01-16,337.0,119266.0,119.5,16498138.3024,0.1,0.816505503176,645.0,0.161863,692.0,69924.2250159
2017-01-17,387.0,105637.0,208.5,15779576.3662,0.1,0.657175265858,765.0,0.154748,821.0,47177.4793223
2017-01-18,365.0,78993.0,191.5,16081479.7238,0.1,0.405518990648,705.0,0.157643,770.0,96673.89482
2017-01-19,335.0,69961.0,205.3,16568375.7505,0.1,0.7955052,613.0,0.162348,653.0,37609.8698004
2017-01-20,293.0,39035.0,140.8,16025906.2238,0.1,0.4552043,578.0,0.156967,625.0,92771.2478424
2017-01-21,329.0,54266.0,137.8,15818010.382,0.1,0.648376667605,458.0,0.154866,494.0,46625.9839109
2017-01-22,265.0,39804.0,104.0,16167882.0367,0.1,0.4588525,450.0,0.158225,477.0,18223.2064155
2017-01-23,386.0,55916.0,156.7,15919741.4273,0.1,0.783810554178,657.0,0.155731,724.0,25930.2689685
2017-01-24,309.0,45335.0,182.7,15734170.5811,0.1,0.5705078212,587.0,0.153851,659.0,36037.4417812
2017-01-25,374.0,73999.0,190.2,15243659.4568,0.1,0.49231053227,782.0,0.148996,870.0,43041.4718983
2017-01-26,290.0,169125.0,103.0,14920061.8838,0.1,0.737730490062,470.0,0.145769,526.0,40609.8209772
2017-01-27,510.0,291370.0,205.2,14976697.3411,0.1,0.521556220072,772.0,0.146261,805.0,91577.0567755
2017-01-28,557.0,206858.0,153.8,15026565.3891,0.1,0.1320183,918.0,0.146687,952.0,86875.4934794
2017-01-29,451.0,144577.0,237.8,15916232.2489,0.1,0.520141523343,1038.0,0.155309,1076.0,29453.1079062
2017-01-30,307.0,189453.0,149.6,16194734.7499,0.1,0.340460693225,466.0,0.157961,541.0,45830.4025976
2017-01-31,461.0,164623.0,171.4,16586009.8984,0.1,0.417254060167,834.0,0.161715,890.0,44561.8734034
2017-02-01,325.0,188355.0,123.2,16437916.042,0.1,0.629218159583,672.0,0.160204,680.0,116548.208795
2017-02-02,407.0,135496.0,116.8,16418620.9709,0.1,0.702419128513,758.0,0.159949,775.0,34383.7332467
2017-02-03,276.0,107780.0,101.6,16272272.2244,0.1,0.618609851518,466.0,0.158457,493.0,67621.1237229
2017-02-04,372.0,117411.0,87.6,16482815.2336,0.1,0.617738140253,746.0,0.16044,759.0,28678.8399504
2017-02-05,334.0,118021.0,86.4,16313234.6308,0.1,0.405215846163,684.0,0.158723,702.0,43387.5263717
2017-02-06,388.0,132625.0,96.9,16907771.3458,0.1,0.648376984843,669.0,0.164439,695.0,45172.6931252
2017-02-07,355.0,80620.0,186.9,16484492.8276,0.1,0.436406052669,629.0,0.160256,749.0,81431.8577179
2017-02-08,381.0,101197.0,225.1,17043991.9821,0.1,0.483944827603,921.0,0.165628,1030.0,86159.0845195
2017-02-09,364.0,189544.0,138.8,16695020.1066,0.1,0.186349649167,618.0,0.16217,695.0,86495.923262
2017-02-10,470.0,56800.0,202.0,15896926.8232,0.1,0.535222754315,1050.0,0.154354,1139.0,71853.2368845
2017-02-11,298.0,59644.0,147.8,15178152.8718,0.1,0.290727335939,678.0,0.147314,730.0,17359.8832338
2017-02-12,635.0,79289.0,226.7,15512094.2253,0.1,0.291777616257,1257.0,0.150493,1358.0,35866.5290007
2017-02-13,296.0,89637.0,158.4,15450540.0565,0.1,0.746377116715,634.0,0.149834,677.0,52014.4084296
2017-02-14,475.0,94109.0,202.6,14878251.8459,0.1,0.401198970749,1016.0,0.144226,1065.0,198063.603695
2017-02-15,416.0,96408.0,223.6,15219116.8028,0.1,0.280307907246,1006.0,0.147469,1101.0,53369.4746993
2017-02-16,481.0,99588.0,471.5,14640731.7376,0.1,0.27260448438,1145.0,0.141806,1318.0,78570.9912384
2017-02-17,500.0,75400.0,874.9,14909168.8441,0.1,0.28860432857,1099.0,0.144346,1212.0,42643.82056
2017-02-18,441.0,106133.0,222.9,15053211.8799,0.1,0.278118986009,1149.0,0.14568,1205.0,41225.0197002
2017-02-19,384.0,83473.0,117.3,14395205.7808,0.1,0.360110859318,703.0,0.139254,746.0,85727.4486229
2017-02-20,466.0,126712.0,245.4,14025891.3004,0.1,0.317505550469,1144.0,0.135625,1215.0,90437.8085995
2017-02-21,347.0,172798.0,103.8,12626535.071,0.1,0.627102187544,628.0,0.122043,661.0,99127.5086513
2017-02-22,365.0,78040.0,134.6,13476017.5043,0.1,0.340803329615,996.0,0.130201,1027.0,45082.9858126
2017-02-23,331.0,99217.0,114.9,13398149.7213,0.1,0.439789092636,619.0,0.129396,644.0,74596.4849291
2017-02-24,409.0,107579.0,128.9,13948760.07,0.1,0.299002192326,949.0,0.134658,983.0,29021.8089364
2017-02-25,380.0,88925.0,142.4,13737440.8171,0.1,0.292237365198,824.0,0.132563,860.0,106672.699824
2017-02-26,606.0,102766.0,175.0,13498060.1124,0.1,0.17570404135,1180.0,0.130199,1205.0,88517.2001466
2017-02-27,506.0,116903.0,172.5,13312211.635,0.1,0.652865260085,1255.0,0.128353,1290.0,210669.510052
2017-02-28,473.0,215096.0,291.4,12825713.9565,0.1,0.632505606747,884.0,0.123611,935.0,130803.982603
2017-03-01,382.0,231932.0,91.8,11670651.9137,0.1,0.678611791415,708.0,0.112432,729.0,56451.4181863
2017-03-02,488.0,215899.0,249.8,10900085.0777,0.1,0.573289133302,838.0,0.104965,956.0,220425.60555
2017-03-03,324.0,149754.0,232.2,11275803.0855,0.1,0.634530052251,622.0,0.108538,708.0,54901.6007002
2017-03-04,566.0,95676.0,239.5,11362683.0032,0.1,0.242177756444,905.0,0.109329,978.0,29796.844746
2017-03-05,398.0,203732.0,264.9,12079795.4035,0.1,0.575076465284,729.0,0.116181,841.0,49066.8134571
2017-03-06,437.0,103639.0,276.6,12350668.5619,0.1,0.50635971543,876.0,0.118737,968.0,44007.8781003
2017-03-07,326.0,134803.0,108.8,13100433.5307,0.1,0.809623779828,568.0,0.125893,616.0,30788.9413155
2017-03-08,339.0,142038.0,117.6,12518196.872,0.1,0.603589526874,606.0,0.120248,655.0,58147.4044415
2017-03-09,292.0,157196.0,181.5,11511503.0972,0.1,0.557018080566,525.0,0.110532,606.0,29612.2748262
2017-03-10,291.0,178964.0,101.1,12382174.5248,0.1,0.626708147476,521.0,0.118843,570.0,61573.3297193
2017-03-11,252.0,86252.0,139.2,11931887.6535,0.1,0.589354821611,452.0,0.114474,518.0,16366.3106104
2017-03-12,530.0,160726.0,279.7,11632019.6571,0.1,0.440955702816,1147.0,0.111551,1256.0,141269.843131
2017-03-13,583.0,293186.0,373.4,11821053.696,0.1,1.13601859051,934.0,0.113317,1034.0,130841.097933
2017-03-14,348.0,1078790.0,171.7,13573566.1818,0.1,2.86232008255,537.0,0.130063,603.0,353364.02292
2017-03-15,480.0,575218.0,299.0,15337428.0579,0.1,0.868783098837,640.0,0.146904,791.0,172025.217905
2017-03-16,515.0,955187.0,272.6,17896323.0737,0.1,2.13603608778,926.0,0.171343,1018.0,406019.926394
2017-03-17,401.0,474332.0,489.8,20329806.6238,0.1,1.34487401878,538.0,0.194562,754.0,219238.192316
2017-03-18,453.0,552518.0,407.2,17193573.6671,0.1,0.861477362355,692.0,0.16448,894.0,163208.814104
2017-03-19,735.0,423163.0,430.8,18577729.7594,0.1,0.742232881533,1638.0,0.177649,1825.0,446103.458725
2017-03-20,470.0,1183900.0,405.6,19593434.9117,0.1,2.25010751166,736.0,0.187285,900.0,348302.983499
2017-03-21,902.0,6382180.0,507.5,25215225.1239,0.1,29.9047141222,1785.0,0.240922,1938.0,1589805.76189
2017-03-22,614.0,1726510.0,325.7,32003979.1829,0.1,11.0968518096,1017.0,0.30566,1173.0,612456.913631
2017-03-23,494.0,1102930.0,439.7,30021791.7906,0.1,2.23634366082,707.0,0.286611,984.0,298798.800435
2017-03-24,476.0,973098.0,316.3,28303222.5058,0.1,1.97611144484,743.0,0.270093,921.0,204428.02088
2017-03-25,581.0,1064710.0,287.9,27071757.5347,0.1,1.37464381486,889.0,0.258235,1012.0,243013.443935
2017-03-26,650.0,660583.0,259.4,28243895.7855,0.1,1.3196043,1354.0,0.269307,1474.0,190362.164765
2017-03-27,588.0,1907780.0,277.0,28424837.2963,0.1,1.48460259927,920.0,0.270922,1077.0,402616.106854
2017-03-28,285.0,927521.0,139.6,30167857.5017,0.1,9.80121153922,446.0,0.287418,489.0,239142.147561
2017-03-29,416.0,1089920.0,165.8,31907758.0802,0.1,3.2524493111,608.0,0.30387,657.0,352831.014719
2017-03-30,620.0,893252.0,537.1,35298561.7367,0.1,1.70000016161,1151.0,0.336026,1337.0,396159.138757
2017-03-31,389.0,1263370.0,222.8,34701022.2918,0.1,4.10813529448,578.0,0.330211,691.0,270952.518537
2017-04-01,389.0,477805.0,237.0,32601047.247,0.1,1.6474300795,560.0,0.310093,709.0,195764.597211
2017-04-02,414.0,1075910.0,294.5,32933217.1168,0.1,3.23237603662,645.0,0.313124,847.0,439758.436411
2017-04-03,547.0,878806.0,279.8,28685305.036,0.1,1.40795120658,888.0,0.272624,1067.0,263230.594442
2017-04-04,546.0,398036.0,344.5,28604008.2183,0.1,1.44988912333,845.0,0.27174,1049.0,165416.532777
2017-04-05,378.0,432126.0,270.4,27894086.0239,0.1,1.42391949796,524.0,0.264887,658.0,162979.580281
2017-04-06,370.0,496981.0,152.6,29548647.5455,0.1,4.11755805575,576.0,0.280484,659.0,1005813.49319
2017-04-07,310.0,322996.0,275.0,27781825.0131,0.1,2.61838382555,460.0,0.263605,557.0,121999.058919
2017-04-08,367.0,504917.0,291.3,25983904.8466,0.1,1.2440422423,563.0,0.246445,710.0,179610.258441
2017-04-09,530.0,491350.0,325.3,29482465.5219,0.1,1.65504730771,823.0,0.279514,1014.0,118947.251611
2017-04-10,382.0,194765.0,319.0,27664835.8819,0.1,2.615232125,560.0,0.262175,691.0,303202.208823
2017-04-11,385.0,255568.0,220.5,28383514.9365,0.1,1.49695632118,545.0,0.268876,631.0,92524.7980842
2017-04-12,458.0,262867.0,207.8,27766165.5945,0.1,1.37305711952,738.0,0.262921,832.0,133372.153796
2017-04-13,300.0,428610.0,141.6,28331749.6392,0.1,2.67332289826,436.0,0.268168,486.0,80253.5124613
2017-04-14,281.0,392016.0,82.4,30362579.5344,0.1,3.24097814008,454.0,0.287273,487.0,98706.3323148
2017-04-15,576.0,389603.0,196.8,29741991.6754,0.1,1.0193449652,1068.0,0.281287,1158.0,173182.267955
2017-04-16,515.0,1077330.0,242.3,32149068.7762,0.1,2.66471889346,913.0,0.303929,1036.0,345200.047515
2017-04-17,447.0,372442.0,316.9,33896018.3781,0.1,1.62037254391,709.0,0.320314,815.0,187614.890182
2017-04-18,464.0,429400.0,276.0,33899579.0148,0.1,1.62631303056,740.0,0.320217,862.0,746323.198425
2017-04-19,590.0,1542540.0,257.7,36556853.4924,0.1,0.882215997997,1187.0,0.345177,1298.0,440664.488726
2017-04-20,361.0,1270910.0,162.9,40054248.2568,0.1,1.98109454757,549.0,0.378047,625.0,159917.516216
2017-04-21,419.0,938690.0,200.1,38259600.4637,0.1,1.80143226018,651.0,0.360962,742.0,191806.309107
2017-04-22,376.0,395196.0,196.9,39998777.6615,0.1,1.85061521759,579.0,0.377217,670.0,185572.160466
2017-04-23,581.0,527389.0,249.6,38719323.773,0.1,0.831566054656,1266.0,0.365008,1377.0,349027.799003
2017-04-24,371.0,719502.0,200.4,38712968.6336,0.1,5.72429526928,544.0,0.364801,604.0,336661.800784
2017-04-25,457.0,802299.0,119.1,41167879.7897,0.1,2.10494179078,731.0,0.387777,773.0,284468.301167
2017-04-26,455.0,2545520.0,206.1,42121612.6929,0.1,28.7592890393,791.0,0.3966,886.0,853763.270299
2017-04-27,816.0,3305200.0,287.4,49515264.2293,0.1,5.56482962799,1584.0,0.466027,1653.0,1271039.98801
2017-04-28,413.0,1729530.0,149.3,55036340.3192,0.1,45.253227598,773.0,0.51778,829.0,870643.331027
2017-04-29,609.0,1393280.0,192.6,55866836.5673,0.1,1.71918677823,1206.0,0.52538,1250.0,395981.425647
2017-04-30,620.0,2435590.0,187.0,56152587.655,0.1,5.25315282832,1080.0,0.527853,1147.0,1196399.98211
2017-05-01,610.0,3663340.0,252.5,62335487.5693,0.1,3.70786016424,1085.0,0.585743,1145.0,356177.714848
2017-05-02,676.0,1830930.0,294.3,63025700.1229,0.1,5.8607208,1223.0,0.591992,1271.0,1689494.05673
2017-05-03,472.0,1150410.0,283.4,56933529.8016,0.1,3.22562381559,754.0,0.534553,898.0,460859.528116
2017-05-04,633.0,2307830.0,290.6,57614336.4461,0.1,2.90429618441,1146.0,0.540726,1270.0,696254.995727
2017-05-05,714.0,2413470.0,350.8,62521058.4218,0.1,2.9501228833,1328.0,0.58654,1478.0,806095.758789
2017-05-06,489.0,2110440.0,191.0,63915709.5308,0.1,3.16444207109,780.0,0.599381,837.0,583356.568802
2017-05-07,677.0,2951520.0,370.6,69430864.7612,0.1,2.30190327615,1786.0,0.650837,1890.0,1580508.81297
2017-05-08,633.0,2731790.0,272.5,66426773.8476,0.1,2.47553809157,1335.0,0.622425,1434.0,349371.162488
2017-05-09,688.0,2208760.0,329.9,64892530.4913,0.1,6.08410803,1279.0,0.607803,1417.0,880266.292552
2017-05-10,636.0,1114170.0,181.5,59103356.3744,0.1,2.90066352689,1135.0,0.553356,1203.0,607987.742302
2017-05-11,543.0,708928.0,246.7,59082580.8173,0.1,2.00247225472,987.0,0.552938,1095.0,787565.571469
2017-05-12,414.0,1057590.0,185.2,58286994.7236,0.1,8.95517357131,622.0,0.545272,709.0,332526.76241
2017-05-13,558.0,712993.0,166.0,61329337.9515,0.1,2.49169434628,1220.0,0.573503,1256.0,211173.655068
2017-05-14,681.0,598750.0,278.9,60356188.377,0.1,2.37804278789,2049.0,0.564176,2099.0,485034.104845
2017-05-15,630.0,838855.0,224.8,63234639.2881,0.1,3.06245809051,1278.0,0.590845,1339.0,557809.800335
2017-05-16,574.0,1029190.0,233.4,59807433.2336,0.1,3.98122378519,934.0,0.558597,1014.0,845154.725063
2017-05-17,526.0,1420630.0,160.6,53457318.4147,0.1,2.70621206974,926.0,0.499086,978.0,410007.795209
2017-05-18,874.0,1248860.0,226.7,60447153.294,0.1,1.74982212865,1797.0,0.564117,1844.0,632220.070932
2017-05-19,453.0,3161790.0,167.3,65086977.9466,0.1,55.5396744653,833.0,0.607173,885.0,821839.082491
2017-05-20,683.0,1846660.0,195.6,74133157.9635,0.1,2.5772629696,1296.0,0.691283,1334.0,401051.553162
2017-05-21,856.0,2765610.0,416.1,82578418.4473,0.1,4.66685565014,2361.0,0.769726,2441.0,2073206.60096
2017-05-22,686.0,2835930.0,244.0,85970423.6564,0.1,4.47694735724,1200.0,0.801021,1264.0,1075066.21596
2017-05-23,607.0,2964880.0,205.2,89327652.4065,0.1,8.32187316509,1092.0,0.831967,1136.0,1186725.76918
2017-05-24,1549.0,26611500.0,464.9,107456153.165,0.1,12.13874146,3509.0,1.0,3563.0,5246025.92967
2017-05-25,621.0,5840190.0,253.5,172291678.596,0.1,174.4,1175.0,1.6,1219.0,3138324.0033
2017-05-26,767.0,5264140.0,260.5,122907812.222,0.1,20.1913288173,1665.0,1.14,1700.0,2697957.34924
2017-05-27,566.0,4198240.0,241.9,116869802.137,0.1,11.452793718,949.0,1.09,1040.0,1217325.41313
2017-05-28,920.0,2280430.0,324.7,109924460.629,0.1,4.5056782728,2977.0,1.02,3004.0,1443634.06615
2017-05-29,777.0,1529040.0,232.9,113108114.135,0.1,5.3386812885,1559.0,1.05,1604.0,1469494.97732
2017-05-30,1025.0,4453960.0,219.2,112956749.182,0.1,10.5525,1542.0,1.05,1595.0,2120196.37589
2017-05-31,1014.0,2314240.0,332.3,118039023.667,0.1,4.427526059,2013.0,1.1,2084.0,1076849.89229
2017-06-01,661.0,2393340.0,263.6,129533673.529,0.1,8.185109016,1116.0,1.2,1204.0,1156764.41013
2017-06-02,861.0,2964900.0,270.4,147138028.464,0.1,7.0091365704,1694.0,1.36,1755.0,1361828.35958
2017-06-03,553.0,3071640.0,189.8,147592800.422,0.1,75.9601280615,1038.0,1.37,1108.0,1536040.55058
2017-06-04,909.0,2664770.0,396.3,144500697.121,0.1,5.3940296216,3163.0,1.34,3239.0,1531225.73159
2017-06-05,745.0,8074300.0,285.8,151913857.863,0.1,12.4251999555,1358.0,1.41,1444.0,1357231.69345
2017-06-06,1288.0,20178400.0,407.6,192239677.215,0.1,9.0064983256,2586.0,1.78,2659.0,5350846.63361
2017-06-07,1697.0,61086200.0,483.4,223825269.584,0.1,206.793,3454.0,2.07,3520.0,20694252.177
2017-06-08,1037.0,26882100.0,348.6,247131394.279,0.1,44.13059,2146.0,2.29,2224.0,5206333.28385
2017-06-09,1211.0,34396000.0,455.7,343563072.677,0.1,309.090215596,2507.0,3.18,2644.0,8976883.54373
2017-06-10,1885.0,49281100.0,622.7,412884230.503,0.1,99.5556710418,4387.0,3.82,4483.0,14644264.2007
2017-06-11,1347.0,24804300.0,511.3,405844494.246,0.1,49.2075501,3533.0,3.75,3627.0,17839668.824
2017-06-12,1071.0,16403700.0,311.4,422722301.815,0.1,28.772971342,2174.0,3.91,2236.0,3640461.22868
2017-06-13,1181.0,14573900.0,322.0,355562234.317,0.1,98.072,1930.0,3.28,2003.0,3146416.38265
2017-06-14,1053.0,10046400.0,309.2,396951173.481,0.1,42.4225179906,2032.0,3.66,2098.0,14402185.0586
2017-06-15,1091.0,11800200.0,355.0,363374146.57,0.1,52.4993423245,2230.0,3.35,2274.0,18722326.8646
2017-06-16,808.0,6221340.0,242.9,331810722.174,0.1,35.4432206916,1469.0,3.06,1549.0,28941535.3381
2017-06-17,1122.0,9943670.0,319.8,334940132.649,0.1,13.4093858926,2678.0,3.09,2726.0,18242670.3272
2017-06-18,1351.0,9517270.0,564.1,334638992.818,0.1,16.4742769268,3391.0,3.08,3520.0,8812471.18474
2017-06-19,1037.0,10300700.0,377.2,340470164.228,0.1,28.574,2182.0,3.14,2309.0,5083216.09886
2017-06-20,1065.0,14951100.0,409.2,340609807.463,0.1,329.728927407,1942.0,3.14,2025.0,5900845.38189
2017-06-21,1041.0,7510400.0,329.9,353859356.064,0.1,48.5915327201,2049.0,3.26,2106.0,4859271.90215
2017-06-22,898.0,6135490.0,224.9,338587618.548,0.1,34.164,1619.0,3.12,1662.0,3002474.86366
2017-06-23,1279.0,6877380.0,401.3,343590992.643,0.1,6.2978661592,2513.0,3.16,2587.0,4358886.8746
2017-06-24,957.0,6670220.0,291.9,364157463.85,0.1,11.711016564,1529.0,3.35,1580.0,947847.269603
2017-06-25,1490.0,8092880.0,528.9,354174070.651,0.1,17.5948883,4129.0,3.26,4197.0,7321768.09827
2017-06-26,1140.0,9997920.0,337.7,328908511.707,0.1,75.198,2047.0,3.02,2124.0,4346243.1315
2017-06-27,1080.0,8630910.0,391.1,304699976.204,0.1,26.88336,2081.0,2.8,2168.0,3293447.5756
2017-06-28,972.0,9012530.0,519.7,304033395.39,0.1,55.5574148429,1807.0,2.79,1978.0,3227168.74927
2017-06-29,810.0,6162700.0,250.8,317787481.122,0.1,87.016,1318.0,2.92,1381.0,2625832.90985
2017-06-30,1314.0,7804690.0,326.7,295692116.798,0.1,14.5581764087,2497.0,2.71,2550.0,3225226.14517
2017-07-01,934.0,4565360.0,309.8,278216292.065,0.1,14.1415135162,2158.0,2.55,2212.0,5125078.38515
2017-07-02,1332.0,6773080.0,463.6,252205461.14,0.1,6.699,3786.0,2.31,3843.0,2716344.39438
2017-07-03,769.0,4287060.0,267.8,279710196.599,0.1,25.401745152,1468.0,2.56,1549.0,3258560.95205
2017-07-04,767.0,4603820.0,373.1,269508498.846,0.1,24.0986827114,1261.0,2.47,1452.0,5004887.73248
2017-07-05,700.0,4083530.0,276.8,275684020.839,0.1,22.1980122756,1278.0,2.52,1367.0,2349694.98442
2017-07-06,1233.0,6896780.0,432.4,270800121.111,0.1,8.4337463664,2694.0,2.48,2757.0,5174049.41438
2017-07-07,697.0,5737670.0,205.6,274863335.526,0.1,111.5933112,1306.0,2.52,1369.0,3805900.84701
2017-07-08,799.0,5860860.0,225.6,249831592.595,0.1,37.3366378038,1436.0,2.28,1478.0,3720684.64921
2017-07-09,1244.0,3709150.0,574.1,243967332.609,0.1,6.467,3791.0,2.23,3846.0,2946097.45941
2017-07-10,912.0,6204310.0,353.0,226104577.344,0.1,121.412816808,1870.0,2.07,1956.0,5763473.20656
2017-07-11,912.0,4070870.0,280.9,176277857.386,0.1,159.491066736,1819.0,1.61,1874.0,4076483.70383
2017-07-12,1179.0,4100590.0,348.0,158354757.045,0.1,7.14007080925,2560.0,1.45,2612.0,2945634.50914
2017-07-13,996.0,4038250.0,303.2,192236805.932,0.1,14.6268335675,2302.0,1.75,2335.0,3848264.16278
2017-07-14,584.0,2938930.0,207.5,194290622.827,0.1,205.720770223,1265.0,1.77,1310.0,4017461.12578
2017-07-15,777.0,2383600.0,201.8,171544339.2,0.1,16.500416166,1698.0,1.56,1726.0,3907959.25897
2017-07-16,1112.0,2419470.0,447.0,154032462.0,0.1,3.555004082,3840.0,1.4,3875.0,2133842.5841
2017-07-17,686.0,3262690.0,199.8,154789696.653,0.1,15.2789476287,1468.0,1.41,1513.0,3646326.61721
2017-07-18,604.0,3885070.0,200.9,194086699.944,0.1,150.386103,1239.0,1.77,1260.0,3315289.44797
2017-07-19,1051.0,3404630.0,259.0,197493980.488,0.1,9.23254704,2120.0,1.8,2159.0,5891590.18605
2017-07-20,658.0,4647480.0,267.4,178850919.954,0.1,20.4378515042,1294.0,1.63,1340.0,2645896.0299
2017-07-21,1145.0,3640090.0,274.2,216382580.884,0.1,6.4700365841,2082.0,1.97,2132.0,2651756.07179
2017-07-22,879.0,4316950.0,269.8,207726294.079,0.1,3.787297668,1988.0,1.89,2039.0,652157.15082
2017-07-23,1085.0,4576990.0,418.9,250084212.024,0.1,7.61877320385,3239.0,2.27,3282.0,2108250.73454
2017-07-24,1046.0,4449690.0,406.6,232130335.527,0.1,37.7689999895,2486.0,2.11,2552.0,8589100.62074
2017-07-25,842.0,8964080.0,316.9,244063422.118,0.1,291.429224765,1959.0,2.22,2044.0,12123890.4515
2017-07-26,549.0,2562130.0,276.6,224273770.837,0.1,200.631663731,1096.0,2.04,1175.0,6508022.07522
2017-07-27,832.0,2402090.0,282.2,214962788.724,0.1,10.4243496142,2182.0,1.95,2238.0,9241627.23371
2017-07-28,738.0,3334170.0,174.6,215439649.63,0.1,80.889649183,1426.0,1.96,1446.0,6128082.14165
2017-07-29,1007.0,2201150.0,326.1,202178985.209,0.1,11.2885839879,2271.0,1.83,2334.0,9057981.54819
2017-07-30,878.0,1464650.0,416.6,207370968.603,0.1,3.4658951876,3276.0,1.88,3325.0,724894.001199
2017-07-31,1042.0,1577570.0,292.1,197993468.337,0.1,9.039236333,2281.0,1.79,2337.0,553552.760573
2017-08-01,491.0,2570410.0,103.8,213505729.371,0.1,19.3,648.0,1.93,679.0,659867.875598
2017-08-02,1101.0,3877300.0,288.2,227652300.744,0.1,10.232511722,1882.0,2.06,1934.0,1489820.14815
2017-08-03,1215.0,3850270.0,372.8,228607227.26,0.1,14.7085170039,2518.0,2.07,2599.0,8282702.66747
2017-08-04,806.0,3130930.0,285.6,229915326.0,0.1,113.739869693,1296.0,2.08,1400.0,3940907.62999
2017-08-05,1169.0,4122620.0,597.2,231276829.683,0.1,7.1503483161,3002.0,2.09,3143.0,7966849.63594
2017-08-06,1131.0,3047020.0,535.3,240572565.759,0.1,10.7344439221,3743.0,2.18,3864.0,8935918.26692
2017-08-07,1218.0,2849090.0,406.9,237814348.248,0.1,10.7708234703,2939.0,2.15,3032.0,9611155.50228
2017-08-08,830.0,5271700.0,267.7,235864846.919,0.1,212.414250021,1407.0,2.13,1522.0,6450446.79773
2017-08-09,1014.0,4068390.0,409.7,261599844.333,0.1,49.4322025072,1787.0,2.36,1938.0,7062587.04355
2017-08-10,931.0,3331010.0,298.1,252552198.826,0.1,11.5947947754,1711.0,2.28,1798.0,1516690.3082
2017-08-11,785.0,3014740.0,232.4,241889821.662,0.1,233.849581,1314.0,2.18,1375.0,3334906.94957
2017-08-12,1389.0,3115110.0,434.3,243675550.085,0.1,3.08244783,3733.0,2.2,3786.0,1880813.98522
2017-08-13,1519.0,5540350.0,582.0,258888538.464,0.1,12.4515544374,4450.0,2.33,4547.0,10138971.2664
2017-08-14,1427.0,6927410.0,426.7,248284425.544,0.1,22.4,2577.0,2.24,2666.0,5582889.63481
2017-08-15,1404.0,7013170.0,422.2,252967227.207,0.1,13.695336135,2522.0,2.28,2632.0,4956803.96735
2017-08-16,943.0,5825960.0,374.1,240380173.844,0.1,68.1624342,1701.0,2.17,1845.0,19633670.8917
2017-08-17,1154.0,4849940.0,430.0,248049421.678,0.1,9.88083310895,2380.0,2.23,2500.0,11322032.9967
2017-08-18,724.0,4453010.0,239.7,231595812.856,0.1,124.592,1187.0,2.08,1280.0,8684218.00303
2017-08-19,1220.0,7596650.0,502.3,223165227.042,0.1,9.0253585815,2773.0,2.01,2926.0,8755863.42209
2017-08-20,1580.0,47982900.0,589.8,329348655.435,0.1,24.3280375656,3738.0,2.96,3858.0,8103673.32334
2017-08-21,2484.0,29155700.0,791.8,382958338.923,0.1,85.828,5778.0,3.44,5912.0,24790076.3579
2017-08-22,1262.0,14401100.0,560.9,303752326.103,0.1,119.980722116,2489.0,2.73,2665.0,19028446.8232
2017-08-23,1690.0,15018100.0,635.9,323021588.787,0.1,86.855,2889.0,2.9,3120.0,22088075.4731
2017-08-24,1890.0,39306300.0,768.6,338680876.643,0.1,287.817516262,3746.0,3.04,4008.0,26495817.4263
2017-08-25,1760.0,34464300.0,706.9,408693409.646,0.1,154.14,3589.0,3.67,3833.0,28543478.3389
2017-08-26,3112.0,78424096.0,1271.0,479881134.207,0.1,85.769,7200.0,4.31,7535.0,49231360.2467
2017-08-27,3896.0,120069000.0,1523.7,641277075.765,0.1,160.740549305,9057.0,5.75,9427.0,69946803.7316
2017-08-28,2321.0,50753000.0,977.5,764630122.326,0.1,136.514,5045.0,6.86,5394.0,52203440.8028
