,activeaddresses,exchangevolume(usd),marketcap(usd),mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2018-07-18,146,,,,,131,
2018-07-19,94,,,,,78,
2018-07-20,103,,,,,96,
2018-07-21,89,,,,,91,
2018-07-22,81,,,,,65,
2018-07-23,121,,,,,104,
2018-07-24,155,,,,,147,
2018-07-25,109,,,,,104,
2018-07-26,81,,,,,60,
2018-07-27,102,,,,,97,
2018-07-28,57,,,,,53,
2018-07-29,88,,,,,84,
2018-07-30,94,,,,,96,
2018-07-31,95,,,,,120,
2018-08-01,81,,,,,74,
2018-08-02,86,,,,,90,
2018-08-03,110,,,,,98,
2018-08-04,67,,,,,59,
2018-08-05,66,,,,,64,
2018-08-06,67,,,,,71,
2018-08-07,62,,,,,63,
2018-08-08,92,,,,,82,
2018-08-09,76,,,,,71,
2018-08-10,141,,,,,129,
2018-08-11,140,,,,,127,
2018-08-12,87,,,,,78,
2018-08-13,86,,,,,70,
2018-08-14,150,,,,,143,
2018-08-15,97,,,,,87,
2018-08-16,73,,,,,75,
2018-08-17,80,,,,,83,
2018-08-18,69,,,,,52,
2018-08-19,51,,,,,46,
2018-08-20,66,,,,,51,
2018-08-21,72,,,,,66,
2018-08-22,92,,,,,93,
2018-08-23,63,,,,,54,
2018-08-24,63,,,,,57,
2018-08-25,46,,,,,38,
2018-08-26,52,,,,,59,
2018-08-27,92,,,,,118,
2018-08-28,103,,,,,106,
2018-08-29,71,,,,,77,
2018-08-30,86,,,,,93,
2018-08-31,80,,,,,72,
2018-09-01,67,,,,,62,
2018-09-02,69,,,,,56,
2018-09-03,45,,,,,37,
2018-09-04,79,,,,,74,
2018-09-05,72,,,,,55,
2018-09-06,81,,,,,68,
2018-09-07,55,,,,,44,
2018-09-08,45,,,,,37,
2018-09-09,64,,,,,64,
2018-09-10,69,,,,,68,
2018-09-11,75,,,,,57,
2018-09-12,74,,,,,59,
2018-09-13,66,,,,,67,
2018-09-14,53,,,,,70,
2018-09-15,45,,,,,39,
2018-09-16,62,,,,,55,
2018-09-17,80,,,,,68,
2018-09-18,79,,,,,81,
2018-09-19,75,,,,,70,
2018-09-20,117,,,,,127,
2018-09-21,114,,,,,145,
2018-09-22,64,,,,,85,
2018-09-23,64,,,,,55,
2018-09-24,59,,,,,90,
2018-09-25,55,,,,,81,
2018-09-26,68,,,,,57,
2018-09-27,76,,,,,66,
2018-09-28,65,,,,,69,
2018-09-29,68,,,,,58,
2018-09-30,73,,,,,59,
2018-10-01,66,,,,,59,
2018-10-02,64,,,,,55,
2018-10-03,53,,,,,49,
2018-10-04,59,,,,,57,
2018-10-05,55,,,,,49,
2018-10-06,67,,,,,61,
2018-10-07,65,,,,,66,
2018-10-08,53,,,,,47,
2018-10-09,74,,,,,62,
2018-10-10,60,,,,,59,
2018-10-11,86,,,,,89,
2018-10-12,83,,,,,72,
2018-10-13,53,,,,,49,
2018-10-14,69,,,,,64,
2018-10-15,72,,,,,64,
2018-10-16,64,,,,,58,
2018-10-17,61,,,,,56,
2018-10-18,77,,,,,72,
2018-10-19,61,1375920.0,43668702.1034,244.076710482,0.583524,50,80148.720447
2018-10-20,61,1085510.0,43736428.865,276.566705739,0.584429,54,82753.0170466
2018-10-21,78,1164250.0,45325051.0208,329.609138401,0.605657,72,193152.262089
2018-10-22,54,1000800.0,45537285.7675,135.818456587,0.608493,46,20573.2312327
2018-10-23,74,1218000.0,45943497.0929,332.745182,0.613921,71,71915.076764
2018-10-24,64,1179230.0,46778070.4645,200.624043733,0.625073,54,31124.1157358
2018-10-25,68,559760.0,46793635.5154,156.06982496,0.625281,66,39346.5308559
2018-10-26,89,1380450.0,47178742.8362,438.146765,0.630427,88,403722.5609
2018-10-27,63,1041590.0,49678345.3504,393.6831954,0.663828,58,172100.650244
2018-10-28,53,715135.0,49403472.8179,320.34813561,0.660155,50,43964.8314806
2018-10-29,73,784782.0,49990262.6075,341.618830843,0.667996,68,490216.551865
2018-10-30,56,395775.0,46017435.1669,362.479102256,0.614909,54,90608.1958117
2018-10-31,75,687042.0,45880110.82,559.160885514,0.613074,72,393009.255169
2018-11-01,92,1682210.0,47134290.3321,188.66647515,0.629833,80,76807.9662808
2018-11-02,69,640710.0,48671649.2429,438.440062408,0.650376,69,79644.4144053
2018-11-03,57,478117.0,47586375.5392,722.007941582,0.635874,55,81640.4913791
2018-11-04,61,662454.0,46716778.7762,362.950528155,0.624254,59,343061.90055
2018-11-05,779,2784000.0,48573090.3542,386.387938183,0.649059,789,1641001.6908
2018-11-06,83,959483.0,50458432.3794,813.177474,0.675958,69,476168.47859
2018-11-07,64,691772.0,49480479.2128,318.370674944,0.661184,59,101581.141831
2018-11-08,66,816481.0,48928786.7702,320.32211316,0.653812,67,428273.326981
2018-11-09,57,560623.0,47639583.539,95.2163189218,0.636585,47,37509.3725136
2018-11-10,46,395758.0,47285010.6199,158.570996234,0.631847,36,18899.7731459
2018-11-11,51,466319.0,47016273.8179,336.268055568,0.628256,50,227589.733473
2018-11-12,51,712254.0,45822336.917,473.049829952,0.612302,48,62680.6632591
2018-11-13,92,769242.0,44815490.9122,324.191653604,0.598848,81,146682.626231
2018-11-14,88,931507.0,43280002.5899,463.042399324,0.57833,97,123291.59975
2018-11-15,80,734067.0,36460032.7265,327.031886395,0.487198,79,85933.2351794
2018-11-16,51,480435.0,34953430.8085,246.4240216,0.467066,46,89587.1239569
2018-11-17,51,331792.0,34431823.4665,297.2910304,0.460096,47,37489.608501
